ad_id,brand,product_id,timestamp,impressions,clicks
AD4043,Brand B,P004,2023-09-18 09:22:00,1253,252
AD4044,Brand B,P004,2023-09-18 09:23:00,1797,159
AD4045,Brand C,P004,2023-09-18 09:24:00,3104,173
AD4046,Brand C,P001,2023-09-18 09:25:00,2594,286
AD4047,Brand A,P003,2023-09-18 09:26:00,4658,165
AD4048,Brand C,P001,2023-09-18 09:27:00,4287,188
AD4049,Brand B,P004,2023-09-18 09:28:00,3318,106
AD4050,Brand A,P002,2023-09-18 09:29:00,1881,125
AD4051,Brand A,P004,2023-09-18 09:30:00,1308,239
AD4052,Brand A,P004,2023-09-18 09:31:00,2155,235
AD4053,Brand C,P002,2023-09-18 09:32:00,4782,221
AD4054,Brand A,P004,2023-09-18 09:33:00,3159,139
AD4055,Brand C,P001,2023-09-18 09:34:00,4819,144
AD4056,Brand B,P003,2023-09-18 09:35:00,2270,149
AD4057,Brand B,P003,2023-09-18 09:36:00,2959,149
AD4058,Brand B,P003,2023-09-18 09:37:00,2724,92
AD4059,Brand B,P004,2023-09-18 09:38:00,2054,280
AD4060,Brand B,P001,2023-09-18 09:39:00,3445,55
AD4061,Brand B,P002,2023-09-18 09:40:00,4573,85
AD4062,Brand C,P003,2023-09-18 09:41:00,4044,91
AD4063,Brand A,P004,2023-09-18 09:42:00,2924,129
AD4064,Brand B,P001,2023-09-18 09:43:00,2139,75
AD4065,Brand C,P004,2023-09-18 09:44:00,4400,222
AD4066,Brand A,P004,2023-09-18 09:45:00,3215,158
AD4067,Brand B,P002,2023-09-18 09:46:00,1919,267
AD4068,Brand C,P003,2023-09-18 09:47:00,1682,289
AD4069,Brand A,P002,2023-09-18 09:48:00,2622,261
AD4070,Brand C,P001,2023-09-18 09:49:00,1667,275
AD4071,Brand B,P003,2023-09-18 09:50:00,4583,74
AD4072,Brand C,P002,2023-09-18 09:51:00,4821,97
AD4073,Brand C,P004,2023-09-18 09:52:00,4035,166
AD4074,Brand A,P004,2023-09-18 09:53:00,1482,76
AD4075,Brand C,P003,2023-09-18 09:54:00,1630,243
AD4076,Brand A,P001,2023-09-18 09:55:00,4656,197
AD4077,Brand A,P004,2023-09-18 09:56:00,2879,175
AD4078,Brand C,P001,2023-09-18 09:57:00,1864,224
AD4079,Brand B,P003,2023-09-18 09:58:00,4214,293
AD4080,Brand A,P003,2023-09-18 09:59:00,4793,274
AD4081,Brand C,P001,2023-09-18 10:00:00,2565,299
AD4082,Brand A,P004,2023-09-18 10:01:00,1281,122
AD4083,Brand A,P001,2023-09-18 10:02:00,1677,134
AD4084,Brand B,P003,2023-09-18 10:03:00,4365,69
AD4085,Brand C,P004,2023-09-18 10:04:00,4500,170
AD4086,Brand A,P001,2023-09-18 10:05:00,2732,204
AD4087,Brand A,P004,2023-09-18 10:06:00,2936,161
AD4088,Brand A,P002,2023-09-18 10:07:00,4558,53
AD4089,Brand A,P003,2023-09-18 10:08:00,4711,145
AD4090,Brand A,P001,2023-09-18 10:09:00,2167,77
AD4091,Brand A,P004,2023-09-18 10:10:00,3616,200
AD4092,Brand B,P004,2023-09-18 10:11:00,4860,237
AD4093,Brand B,P002,2023-09-18 10:12:00,2676,168
AD4094,Brand C,P001,2023-09-18 10:13:00,2618,283
AD4095,Brand B,P002,2023-09-18 10:14:00,1447,255
AD4096,Brand A,P003,2023-09-18 10:15:00,4190,167
AD4097,Brand A,P004,2023-09-18 10:16:00,4158,153
AD4098,Brand C,P001,2023-09-18 10:17:00,2437,177
AD4099,Brand A,P004,2023-09-18 10:18:00,2928,210
AD4100,Brand A,P003,2023-09-18 10:19:00,1544,93
AD4101,Brand A,P002,2023-09-18 10:20:00,2818,188
AD4102,Brand A,P003,2023-09-18 10:21:00,2258,186
AD4103,Brand B,P002,2023-09-18 10:22:00,2596,169
AD4104,Brand B,P004,2023-09-18 10:23:00,3456,226
AD4105,Brand C,P001,2023-09-18 10:24:00,1726,125
AD4106,Brand A,P002,2023-09-18 10:25:00,4941,177
AD4107,Brand C,P002,2023-09-18 10:26:00,1948,120
AD4108,Brand B,P002,2023-09-18 10:27:00,2132,65
AD4109,Brand A,P004,2023-09-18 10:28:00,4137,62
AD4110,Brand B,P001,2023-09-18 10:29:00,1361,183
AD4111,Brand C,P001,2023-09-18 10:30:00,4521,80
AD4112,Brand B,P003,2023-09-18 10:31:00,4074,239
AD4113,Brand B,P001,2023-09-18 10:32:00,4378,264
AD4114,Brand A,P001,2023-09-18 10:33:00,1889,130
AD4115,Brand B,P002,2023-09-18 10:34:00,1430,179
AD4116,Brand A,P002,2023-09-18 10:35:00,2361,135
AD4117,Brand B,P002,2023-09-18 10:36:00,3021,121
AD4118,Brand C,P002,2023-09-18 10:37:00,1486,255
AD4119,Brand A,P001,2023-09-18 10:38:00,4608,108
AD4120,Brand B,P003,2023-09-18 10:39:00,3529,228
AD4121,Brand B,P004,2023-09-18 10:40:00,2359,162
AD4122,Brand A,P003,2023-09-18 10:41:00,3485,267
AD4123,Brand A,P002,2023-09-18 10:42:00,3886,231
AD4124,Brand A,P002,2023-09-18 10:43:00,1869,212
AD4125,Brand B,P004,2023-09-18 10:44:00,1470,190
AD4126,Brand B,P001,2023-09-18 10:45:00,2628,138
AD4127,Brand B,P004,2023-09-18 10:46:00,4434,203
AD4128,Brand C,P001,2023-09-18 10:47:00,4830,208
AD4129,Brand B,P003,2023-09-18 10:48:00,1730,127
AD4130,Brand B,P002,2023-09-18 10:49:00,1969,279
AD4131,Brand B,P002,2023-09-18 10:50:00,3533,296
AD4132,Brand B,P002,2023-09-18 10:51:00,2600,267
AD4133,Brand B,P003,2023-09-18 10:52:00,1376,172
AD4134,Brand A,P003,2023-09-18 10:53:00,2549,206
AD4135,Brand B,P003,2023-09-18 10:54:00,2886,162
AD4136,Brand A,P004,2023-09-18 10:55:00,3904,234
AD4137,Brand C,P001,2023-09-18 10:56:00,4177,264
AD4138,Brand A,P004,2023-09-18 10:57:00,3055,195
AD4139,Brand B,P004,2023-09-18 10:58:00,3945,224
AD4140,Brand B,P001,2023-09-18 10:59:00,2682,124
AD4141,Brand B,P002,2023-09-18 11:00:00,2903,280
AD4142,Brand C,P003,2023-09-18 11:01:00,1329,129
AD4143,Brand A,P002,2023-09-18 11:02:00,3498,126
AD4144,Brand C,P004,2023-09-18 11:03:00,4311,186
AD4145,Brand A,P001,2023-09-18 11:04:00,4186,285
AD4146,Brand B,P001,2023-09-18 11:05:00,1620,105
AD4147,Brand C,P002,2023-09-18 11:06:00,2501,191
AD4148,Brand C,P002,2023-09-18 11:07:00,3598,151
AD4149,Brand B,P002,2023-09-18 11:08:00,4791,100
AD4150,Brand B,P003,2023-09-18 11:09:00,3736,133
AD4151,Brand A,P004,2023-09-18 11:10:00,4632,219
AD4152,Brand B,P001,2023-09-18 11:11:00,1564,228
AD4153,Brand B,P004,2023-09-18 11:12:00,2008,118
AD4154,Brand C,P004,2023-09-18 11:13:00,3234,210
AD4155,Brand C,P003,2023-09-18 11:14:00,4536,54
AD4156,Brand A,P004,2023-09-18 11:15:00,2088,73
AD4157,Brand B,P004,2023-09-18 11:16:00,3148,77
AD4158,Brand B,P003,2023-09-18 11:17:00,4981,108
AD4159,Brand A,P001,2023-09-18 11:18:00,2064,70
AD4160,Brand A,P004,2023-09-18 11:19:00,4129,176
AD4161,Brand A,P003,2023-09-18 11:20:00,2813,108
AD4162,Brand B,P002,2023-09-18 11:21:00,2581,93
AD4163,Brand C,P001,2023-09-18 11:22:00,2052,86
AD4164,Brand C,P003,2023-09-18 11:23:00,2217,146
AD4165,Brand A,P001,2023-09-18 11:24:00,1804,73
AD4166,Brand A,P004,2023-09-18 11:25:00,1512,105
AD4167,Brand B,P001,2023-09-18 11:26:00,3099,153
AD4168,Brand A,P004,2023-09-18 11:27:00,1278,168
AD4169,Brand B,P001,2023-09-18 11:28:00,3530,139
AD4170,Brand B,P004,2023-09-18 11:29:00,1668,157
AD4171,Brand B,P003,2023-09-18 11:30:00,2048,286
AD4172,Brand B,P004,2023-09-18 11:31:00,1150,193
AD4173,Brand C,P003,2023-09-18 11:32:00,4594,234
AD4174,Brand B,P002,2023-09-18 11:33:00,2727,158
AD4175,Brand B,P002,2023-09-18 11:34:00,3821,168
AD4176,Brand A,P001,2023-09-18 11:35:00,2074,287
AD4177,Brand C,P003,2023-09-18 11:36:00,1234,206
AD4178,Brand A,P004,2023-09-18 11:37:00,3372,110
AD4179,Brand B,P004,2023-09-18 11:38:00,3228,267
AD4180,Brand C,P004,2023-09-18 11:39:00,4420,238
AD4181,Brand A,P004,2023-09-18 11:40:00,2340,141
AD4182,Brand C,P004,2023-09-18 11:41:00,4731,84
AD4183,Brand C,P004,2023-09-18 11:42:00,2314,201
AD4184,Brand B,P003,2023-09-18 11:43:00,4026,280
AD4185,Brand B,P001,2023-09-18 11:44:00,3934,98
AD4186,Brand B,P004,2023-09-18 11:45:00,4455,149
AD4187,Brand C,P003,2023-09-18 11:46:00,1089,180
AD4188,Brand A,P001,2023-09-18 11:47:00,2082,80
AD4189,Brand C,P004,2023-09-18 11:48:00,2651,162
AD4190,Brand B,P001,2023-09-18 11:49:00,2737,180
AD4191,Brand C,P001,2023-09-18 11:50:00,3989,107
AD4192,Brand C,P001,2023-09-18 11:51:00,1708,239
AD4193,Brand B,P004,2023-09-18 11:52:00,4579,295
AD4194,Brand A,P002,2023-09-18 11:53:00,1550,62
AD4195,Brand A,P003,2023-09-18 11:54:00,3649,212
AD4196,Brand C,P002,2023-09-18 11:55:00,3059,160
AD4197,Brand A,P001,2023-09-18 11:56:00,3790,253
AD4198,Brand B,P003,2023-09-18 11:57:00,4428,290
AD4199,Brand B,P001,2023-09-18 11:58:00,4395,229
AD4200,Brand C,P002,2023-09-18 11:59:00,3358,230
AD4201,Brand A,P004,2023-09-18 12:00:00,4327,263
AD4202,Brand A,P003,2023-09-18 12:01:00,1486,234
AD4203,Brand A,P002,2023-09-18 12:02:00,1058,95
AD4204,Brand C,P002,2023-09-18 12:03:00,3812,52
AD4205,Brand C,P004,2023-09-18 12:04:00,2190,249
AD4206,Brand B,P001,2023-09-18 12:05:00,2570,205
AD4207,Brand C,P004,2023-09-18 12:06:00,4018,241
AD4208,Brand C,P001,2023-09-18 12:07:00,3135,133
AD4209,Brand A,P004,2023-09-18 12:08:00,1392,276
AD4210,Brand A,P001,2023-09-18 12:09:00,3967,185
AD4211,Brand C,P002,2023-09-18 12:10:00,1469,89
AD4212,Brand B,P003,2023-09-18 12:11:00,1720,160
AD4213,Brand A,P003,2023-09-18 12:12:00,4361,64
AD4214,Brand C,P003,2023-09-18 12:13:00,4310,107
AD4215,Brand B,P004,2023-09-18 12:14:00,3872,117
AD4216,Brand A,P004,2023-09-18 12:15:00,2639,118
AD4217,Brand C,P003,2023-09-18 12:16:00,1663,179
AD4218,Brand C,P002,2023-09-18 12:17:00,4585,273
AD4219,Brand A,P002,2023-09-18 12:18:00,3091,61
AD4220,Brand B,P004,2023-09-18 12:19:00,3228,106
AD4221,Brand A,P003,2023-09-18 12:20:00,3848,68
AD4222,Brand C,P002,2023-09-18 12:21:00,4096,138
AD4223,Brand B,P002,2023-09-18 12:22:00,1477,235
AD4224,Brand B,P003,2023-09-18 12:23:00,2467,256
AD4225,Brand C,P003,2023-09-18 12:24:00,3101,110
AD4226,Brand B,P004,2023-09-18 12:25:00,3779,238
AD4227,Brand B,P002,2023-09-18 12:26:00,1341,215
AD4228,Brand B,P004,2023-09-18 12:27:00,4576,191
AD4229,Brand B,P002,2023-09-18 12:28:00,4089,92
AD4230,Brand B,P003,2023-09-18 12:29:00,3259,132
AD4231,Brand C,P004,2023-09-18 12:30:00,2737,142
AD4232,Brand C,P001,2023-09-18 12:31:00,3763,126
AD4233,Brand A,P003,2023-09-18 12:32:00,3614,185
AD4234,Brand C,P002,2023-09-18 12:33:00,2126,246
AD4235,Brand B,P004,2023-09-18 12:34:00,4508,111
AD4236,Brand B,P004,2023-09-18 12:35:00,3688,199
AD4237,Brand B,P001,2023-09-18 12:36:00,1888,180
AD4238,Brand A,P002,2023-09-18 12:37:00,4087,210
AD4239,Brand A,P004,2023-09-18 12:38:00,4592,247
AD4240,Brand C,P003,2023-09-18 12:39:00,1418,271
AD4241,Brand A,P004,2023-09-18 12:40:00,4975,91
AD4242,Brand A,P003,2023-09-18 12:41:00,3369,122
AD4243,Brand B,P003,2023-09-18 12:42:00,3803,254
AD4244,Brand C,P001,2023-09-18 12:43:00,1804,144
AD4245,Brand C,P001,2023-09-18 12:44:00,3167,241
AD4246,Brand B,P001,2023-09-18 12:45:00,1146,65
AD4247,Brand C,P001,2023-09-18 12:46:00,2535,58
AD4248,Brand A,P001,2023-09-18 12:47:00,1368,243
AD4249,Brand C,P003,2023-09-18 12:48:00,4135,96
AD4250,Brand B,P002,2023-09-18 12:49:00,3825,214
AD4251,Brand B,P001,2023-09-18 12:50:00,3328,230
AD4252,Brand C,P003,2023-09-18 12:51:00,3180,121
AD4253,Brand A,P001,2023-09-18 12:52:00,1507,122
AD4254,Brand A,P004,2023-09-18 12:53:00,3620,135
AD4255,Brand B,P004,2023-09-18 12:54:00,1349,143
AD4256,Brand B,P002,2023-09-18 12:55:00,4259,91
AD4257,Brand A,P002,2023-09-18 12:56:00,4248,247
AD4258,Brand C,P004,2023-09-18 12:57:00,1799,157
AD4259,Brand C,P002,2023-09-18 12:58:00,1984,257
AD4260,Brand B,P002,2023-09-18 12:59:00,4024,254
AD4261,Brand C,P003,2023-09-18 13:00:00,1937,222
AD4262,Brand A,P001,2023-09-18 13:01:00,2328,150
AD4263,Brand B,P003,2023-09-18 13:02:00,3592,198
AD4264,Brand C,P004,2023-09-18 13:03:00,4748,247
AD4265,Brand C,P001,2023-09-18 13:04:00,3998,190
AD4266,Brand C,P003,2023-09-18 13:05:00,3938,115
AD4267,Brand B,P002,2023-09-18 13:06:00,1470,147
AD4268,Brand C,P002,2023-09-18 13:07:00,1332,254
AD4269,Brand C,P003,2023-09-18 13:08:00,4352,109
AD4270,Brand A,P002,2023-09-18 13:09:00,4642,293
AD4271,Brand C,P004,2023-09-18 13:10:00,4677,136
AD4272,Brand A,P001,2023-09-18 13:11:00,3737,111
AD4273,Brand C,P002,2023-09-18 13:12:00,3982,232
AD4274,Brand A,P004,2023-09-18 13:13:00,1587,225
AD4275,Brand C,P004,2023-09-18 13:14:00,3163,213
AD4276,Brand A,P002,2023-09-18 13:15:00,4912,67
AD4277,Brand B,P001,2023-09-18 13:16:00,2232,169
AD4278,Brand A,P004,2023-09-18 13:17:00,2628,251
AD4279,Brand C,P003,2023-09-18 13:18:00,4310,228
AD4280,Brand C,P003,2023-09-18 13:19:00,1237,297
AD4281,Brand A,P004,2023-09-18 13:20:00,2734,79
AD4282,Brand C,P004,2023-09-18 13:21:00,2660,140
AD4283,Brand C,P001,2023-09-18 13:22:00,3658,122
AD4284,Brand A,P004,2023-09-18 13:23:00,2375,253
AD4285,Brand C,P001,2023-09-18 13:24:00,4797,211
AD4286,Brand C,P003,2023-09-18 13:25:00,4212,186
AD4287,Brand C,P001,2023-09-18 13:26:00,3361,149
AD4288,Brand B,P004,2023-09-18 13:27:00,3442,195
AD4289,Brand B,P002,2023-09-18 13:28:00,2052,66
AD4290,Brand A,P003,2023-09-18 13:29:00,3604,159
AD4291,Brand A,P004,2023-09-18 13:30:00,3140,139
AD4292,Brand A,P004,2023-09-18 13:31:00,4244,128
AD4293,Brand B,P004,2023-09-18 13:32:00,3077,179
AD4294,Brand C,P003,2023-09-18 13:33:00,1519,279
AD4295,Brand A,P003,2023-09-18 13:34:00,1243,179
AD4296,Brand B,P004,2023-09-18 13:35:00,3610,242
AD4297,Brand C,P002,2023-09-18 13:36:00,3456,283
AD4298,Brand A,P004,2023-09-18 13:37:00,2363,272
AD4299,Brand C,P002,2023-09-18 13:38:00,4452,233
AD4300,Brand A,P004,2023-09-18 13:39:00,2772,202
AD4301,Brand C,P003,2023-09-18 13:40:00,1953,63
AD4302,Brand B,P001,2023-09-18 13:41:00,4966,148
AD4303,Brand C,P004,2023-09-18 13:42:00,1065,289
AD4304,Brand C,P002,2023-09-18 13:43:00,2518,185
AD4305,Brand A,P002,2023-09-18 13:44:00,2909,287
AD4306,Brand A,P001,2023-09-18 13:45:00,2963,68
AD4307,Brand C,P004,2023-09-18 13:46:00,3763,200
AD4308,Brand C,P004,2023-09-18 13:47:00,3585,268
AD4309,Brand B,P002,2023-09-18 13:48:00,2088,193
AD4310,Brand A,P004,2023-09-18 13:49:00,1277,73
AD4311,Brand A,P004,2023-09-18 13:50:00,4930,72
AD4312,Brand B,P003,2023-09-18 13:51:00,3444,245
AD4313,Brand C,P002,2023-09-18 13:52:00,4775,115
AD4314,Brand A,P004,2023-09-18 13:53:00,4977,231
AD4315,Brand A,P003,2023-09-18 13:54:00,1396,230
AD4316,Brand B,P004,2023-09-18 13:55:00,3996,205
AD4317,Brand A,P003,2023-09-18 13:56:00,1555,291
AD4318,Brand A,P001,2023-09-18 13:57:00,2863,106
AD4319,Brand A,P002,2023-09-18 13:58:00,3896,183
AD4320,Brand B,P003,2023-09-18 13:59:00,1315,125
AD4321,Brand B,P004,2023-09-18 14:00:00,4999,87
AD4322,Brand C,P002,2023-09-18 14:01:00,2599,244
AD4323,Brand C,P004,2023-09-18 14:02:00,4776,205
AD4324,Brand A,P003,2023-09-18 14:03:00,3702,273
AD4325,Brand B,P003,2023-09-18 14:04:00,1939,106
AD4326,Brand B,P004,2023-09-18 14:05:00,2609,187
AD4327,Brand B,P002,2023-09-18 14:06:00,1434,284
AD4328,Brand A,P004,2023-09-18 14:07:00,3138,181
AD4329,Brand C,P004,2023-09-18 14:08:00,4461,180
AD4330,Brand C,P002,2023-09-18 14:09:00,2278,170
AD4331,Brand B,P001,2023-09-18 14:10:00,3446,50
AD4332,Brand B,P001,2023-09-18 14:11:00,1578,54
AD4333,Brand A,P004,2023-09-18 14:12:00,4633,155
AD4334,Brand C,P002,2023-09-18 14:13:00,2440,71
AD4335,Brand A,P003,2023-09-18 14:14:00,3936,281
AD4336,Brand C,P004,2023-09-18 14:15:00,1138,170
AD4337,Brand B,P001,2023-09-18 14:16:00,2065,183
AD4338,Brand A,P002,2023-09-18 14:17:00,3981,242
AD4339,Brand B,P002,2023-09-18 14:18:00,2516,233
AD4340,Brand B,P003,2023-09-18 14:19:00,1218,234
AD4341,Brand C,P002,2023-09-18 14:20:00,3228,269
AD4342,Brand C,P003,2023-09-18 14:21:00,1268,229
AD4343,Brand B,P001,2023-09-18 14:22:00,3551,195
AD4344,Brand A,P001,2023-09-18 14:23:00,4613,81
AD4345,Brand A,P003,2023-09-18 14:24:00,1618,113
AD4346,Brand A,P004,2023-09-18 14:25:00,2490,195
AD4347,Brand A,P003,2023-09-18 14:26:00,2794,256
AD4348,Brand B,P001,2023-09-18 14:27:00,3718,208
AD4349,Brand C,P004,2023-09-18 14:28:00,2869,244
AD4350,Brand A,P001,2023-09-18 14:29:00,2721,68
AD4351,Brand A,P004,2023-09-18 14:30:00,1781,299
AD4352,Brand A,P004,2023-09-18 14:31:00,4673,118
AD4353,Brand C,P004,2023-09-18 14:32:00,1786,92
AD4354,Brand C,P002,2023-09-18 14:33:00,4454,53
AD4355,Brand C,P004,2023-09-18 14:34:00,2764,284
AD4356,Brand A,P004,2023-09-18 14:35:00,4460,56
AD4357,Brand C,P004,2023-09-18 14:36:00,1164,286
AD4358,Brand B,P001,2023-09-18 14:37:00,3767,176
AD4359,Brand B,P001,2023-09-18 14:38:00,1381,173
AD4360,Brand C,P001,2023-09-18 14:39:00,1411,287
AD4361,Brand C,P001,2023-09-18 14:40:00,4099,130
AD4362,Brand A,P001,2023-09-18 14:41:00,2105,196
AD4363,Brand C,P002,2023-09-18 14:42:00,3286,261
AD4364,Brand C,P003,2023-09-18 14:43:00,3901,130
AD4365,Brand A,P002,2023-09-18 14:44:00,2276,193
AD4366,Brand A,P004,2023-09-18 14:45:00,4223,275
AD4367,Brand B,P002,2023-09-18 14:46:00,2313,65
AD4368,Brand C,P002,2023-09-18 14:47:00,2984,88
AD4369,Brand C,P004,2023-09-18 14:48:00,4955,280
AD4370,Brand C,P003,2023-09-18 14:49:00,1510,123
AD4371,Brand A,P003,2023-09-18 14:50:00,2087,200
AD4372,Brand B,P002,2023-09-18 14:51:00,2316,281
AD4373,Brand A,P004,2023-09-18 14:52:00,3089,77
AD4374,Brand C,P001,2023-09-18 14:53:00,2469,151
AD4375,Brand C,P002,2023-09-18 14:54:00,2518,114
AD4376,Brand B,P003,2023-09-18 14:55:00,4498,94
AD4377,Brand A,P002,2023-09-18 14:56:00,4383,189
AD4378,Brand A,P002,2023-09-18 14:57:00,3718,98
AD4379,Brand A,P004,2023-09-18 14:58:00,3186,238
AD4380,Brand C,P001,2023-09-18 14:59:00,2570,295
AD4381,Brand C,P001,2023-09-18 15:00:00,3912,77
AD4382,Brand A,P004,2023-09-18 15:01:00,1508,53
AD4383,Brand C,P001,2023-09-18 15:02:00,1467,294
AD4384,Brand C,P004,2023-09-18 15:03:00,4764,207
AD4385,Brand C,P004,2023-09-18 15:04:00,1673,208
AD4386,Brand A,P002,2023-09-18 15:05:00,2505,54
AD4387,Brand A,P004,2023-09-18 15:06:00,4939,173
AD4388,Brand C,P002,2023-09-18 15:07:00,3495,151
AD4389,Brand A,P003,2023-09-18 15:08:00,4681,159
AD4390,Brand C,P002,2023-09-18 15:09:00,3609,225
AD4391,Brand C,P001,2023-09-18 15:10:00,2618,243
AD4392,Brand B,P001,2023-09-18 15:11:00,4552,281
AD4393,Brand A,P001,2023-09-18 15:12:00,1040,132
AD4394,Brand B,P003,2023-09-18 15:13:00,4518,145
AD4395,Brand A,P004,2023-09-18 15:14:00,1311,109
AD4396,Brand C,P003,2023-09-18 15:15:00,4992,241
AD4397,Brand C,P002,2023-09-18 15:16:00,1967,250
AD4398,Brand A,P001,2023-09-18 15:17:00,3840,122
AD4399,Brand B,P003,2023-09-18 15:18:00,1708,208
AD4400,Brand A,P001,2023-09-18 15:19:00,3843,75
AD4401,Brand C,P003,2023-09-18 15:20:00,2429,219
AD4402,Brand C,P001,2023-09-18 15:21:00,1956,214
AD4403,Brand A,P001,2023-09-18 15:22:00,3853,138
AD4404,Brand B,P003,2023-09-18 15:23:00,3968,248
AD4405,Brand C,P002,2023-09-18 15:24:00,2192,86
AD4406,Brand B,P001,2023-09-18 15:25:00,1427,141
AD4407,Brand A,P002,2023-09-18 15:26:00,1192,282
AD4408,Brand A,P003,2023-09-18 15:27:00,2886,69
AD4409,Brand C,P004,2023-09-18 15:28:00,2233,168
AD4410,Brand B,P001,2023-09-18 15:29:00,2816,80
AD4411,Brand C,P004,2023-09-18 15:30:00,1542,274
AD4412,Brand A,P004,2023-09-18 15:31:00,4352,291
AD4413,Brand C,P001,2023-09-18 15:32:00,2048,193
AD4414,Brand A,P002,2023-09-18 15:33:00,3917,230
AD4415,Brand B,P004,2023-09-18 15:34:00,4523,278
AD4416,Brand A,P003,2023-09-18 15:35:00,4233,286
AD4417,Brand C,P001,2023-09-18 15:36:00,1026,99
AD4418,Brand A,P001,2023-09-18 15:37:00,1168,278
AD4419,Brand C,P002,2023-09-18 15:38:00,1007,94
AD4420,Brand B,P001,2023-09-18 15:39:00,3880,163
AD4421,Brand C,P002,2023-09-18 15:40:00,4002,189
AD4422,Brand C,P003,2023-09-18 15:41:00,2299,291
AD4423,Brand C,P004,2023-09-18 15:42:00,4216,156
AD4424,Brand A,P002,2023-09-18 15:43:00,1727,142
AD4425,Brand C,P001,2023-09-18 15:44:00,2532,289
AD4426,Brand A,P001,2023-09-18 15:45:00,3828,239
AD4427,Brand B,P003,2023-09-18 15:46:00,1477,286
AD4428,Brand B,P001,2023-09-18 15:47:00,4533,65
AD4429,Brand C,P003,2023-09-18 15:48:00,1478,72
AD4430,Brand B,P004,2023-09-18 15:49:00,1365,54
AD4431,Brand C,P003,2023-09-18 15:50:00,3324,174
AD4432,Brand C,P001,2023-09-18 15:51:00,4180,268
AD4433,Brand C,P001,2023-09-18 15:52:00,2592,246
AD4434,Brand B,P002,2023-09-18 15:53:00,3248,159
AD4435,Brand B,P004,2023-09-18 15:54:00,3194,157
AD4436,Brand B,P003,2023-09-18 15:55:00,3565,118
AD4437,Brand B,P002,2023-09-18 15:56:00,1250,238
AD4438,Brand A,P001,2023-09-18 15:57:00,1539,241
AD4439,Brand A,P001,2023-09-18 15:58:00,3567,265
AD4440,Brand C,P002,2023-09-18 15:59:00,3481,50
AD4441,Brand B,P002,2023-09-18 16:00:00,3853,236
AD4442,Brand B,P001,2023-09-18 16:01:00,2845,251
AD4443,Brand B,P002,2023-09-18 16:02:00,4155,215
AD4444,Brand A,P003,2023-09-18 16:03:00,4560,165
AD4445,Brand B,P002,2023-09-18 16:04:00,2501,209
AD4446,Brand A,P002,2023-09-18 16:05:00,3435,191
AD4447,Brand C,P001,2023-09-18 16:06:00,1724,214
AD4448,Brand C,P002,2023-09-18 16:07:00,3999,231
AD4449,Brand C,P004,2023-09-18 16:08:00,4366,103
AD4450,Brand B,P002,2023-09-18 16:09:00,4974,122
AD4451,Brand C,P002,2023-09-18 16:10:00,4153,182
AD4452,Brand B,P001,2023-09-18 16:11:00,2368,93
AD4453,Brand C,P002,2023-09-18 16:12:00,3762,235
AD4454,Brand C,P003,2023-09-18 16:13:00,1188,75
AD4455,Brand A,P003,2023-09-18 16:14:00,4572,62
AD4456,Brand A,P004,2023-09-18 16:15:00,1477,210
AD4457,Brand A,P003,2023-09-18 16:16:00,3671,92
AD4458,Brand B,P003,2023-09-18 16:17:00,3946,235
AD4459,Brand C,P002,2023-09-18 16:18:00,1985,207
AD4460,Brand B,P001,2023-09-18 16:19:00,4846,257
AD4461,Brand A,P004,2023-09-18 16:20:00,2144,180
AD4462,Brand B,P004,2023-09-18 16:21:00,3503,244
AD4463,Brand C,P002,2023-09-18 16:22:00,4844,255
AD4464,Brand C,P001,2023-09-18 16:23:00,2268,261
AD4465,Brand A,P003,2023-09-18 16:24:00,3208,99
AD4466,Brand C,P001,2023-09-18 16:25:00,2408,178
AD4467,Brand A,P002,2023-09-18 16:26:00,3622,81
AD4468,Brand B,P001,2023-09-18 16:27:00,2455,73
AD4469,Brand A,P004,2023-09-18 16:28:00,4543,239
AD4470,Brand C,P002,2023-09-18 16:29:00,3345,236
AD4471,Brand A,P002,2023-09-18 16:30:00,4370,205
AD4472,Brand C,P002,2023-09-18 16:31:00,2700,211
AD4473,Brand B,P004,2023-09-18 16:32:00,1607,241
AD4474,Brand A,P001,2023-09-18 16:33:00,1749,57
AD4475,Brand A,P001,2023-09-18 16:34:00,4744,95
AD4476,Brand C,P003,2023-09-18 16:35:00,3212,99
AD4477,Brand A,P004,2023-09-18 16:36:00,1009,120
AD4478,Brand A,P003,2023-09-18 16:37:00,1512,155
AD4479,Brand A,P001,2023-09-18 16:38:00,3066,185
AD4480,Brand C,P004,2023-09-18 16:39:00,4579,179
AD4481,Brand A,P002,2023-09-18 16:40:00,4588,161
AD4482,Brand C,P001,2023-09-18 16:41:00,2674,255
AD4483,Brand A,P001,2023-09-18 16:42:00,2823,209
AD4484,Brand A,P001,2023-09-18 16:43:00,1927,272
AD4485,Brand B,P002,2023-09-18 16:44:00,2732,263
AD4486,Brand C,P001,2023-09-18 16:45:00,2346,83
AD4487,Brand A,P003,2023-09-18 16:46:00,3865,208
AD4488,Brand C,P001,2023-09-18 16:47:00,2470,287
AD4489,Brand C,P003,2023-09-18 16:48:00,3705,281
AD4490,Brand B,P003,2023-09-18 16:49:00,2469,274
AD4491,Brand A,P003,2023-09-18 16:50:00,2443,95
AD4492,Brand B,P003,2023-09-18 16:51:00,2264,51
