transaction_id,product_id,rep_id,date,revenue
T6062,P002,SR287,2023-08-17,316.09
T6063,P003,SR2903,2023-09-07,1043.78
T6064,P004,SR693,2023-09-07,941.79
T6065,P002,SR1395,2023-09-04,673.96
T6066,P001,SR1571,2023-08-30,269.03
T6067,P004,SR544,2023-08-19,1175.28
T6068,P002,SR2882,2023-08-17,1850.65
T6069,P004,SR633,2023-08-21,1304.89
T6070,P002,SR954,2023-09-15,1729.83
T6071,P002,SR1193,2023-09-07,1613.81
T6072,P004,SR132,2023-08-19,346.37
T6073,P002,SR2596,2023-08-30,357.51
T6074,P001,SR2798,2023-08-22,1882.17
T6075,P002,SR2460,2023-08-23,1435.21
T6076,P001,SR284,2023-09-05,1386.93
T6077,P004,SR1349,2023-09-02,1916.49
T6078,P002,SR393,2023-09-13,920.45
T6079,P004,SR2400,2023-09-08,532.87
T6080,P002,SR036,2023-09-15,271.08
T6081,P003,SR147,2023-08-20,585.01
T6082,P003,SR954,2023-08-23,1144.86
T6083,P004,SR2118,2023-09-06,1673.46
T6084,P001,SR336,2023-08-26,840.64
T6085,P004,SR2832,2023-09-07,837.42
T6086,P004,SR493,2023-09-08,988.44
T6087,P004,SR954,2023-08-28,1561.9
T6088,P002,SR582,2023-09-08,1786.79
T6089,P004,SR869,2023-08-27,1895.15
T6090,P002,SR749,2023-09-04,103.2
T6091,P001,SR1710,2023-08-30,1319.98
T6092,P003,SR1488,2023-08-20,150.05
T6093,P001,SR2287,2023-09-03,944.95
T6094,P004,SR1606,2023-09-05,386.24
T6095,P003,SR1461,2023-09-15,899.33
T6096,P003,SR1854,2023-08-31,1434.85
T6097,P001,SR2117,2023-08-18,1920.52
T6098,P001,SR2345,2023-09-05,437.1
T6099,P003,SR403,2023-08-26,548.71
T6100,P004,SR1759,2023-09-12,558.52
T6101,P001,SR500,2023-09-01,1420.25
T6102,P004,SR1337,2023-08-18,147.65
T6103,P002,SR926,2023-08-16,1659.27
T6104,P003,SR524,2023-09-14,1291.5
T6105,P001,SR1405,2023-09-06,487.39
T6106,P002,SR1289,2023-09-11,717.93
T6107,P002,SR1231,2023-09-03,1051.15
T6108,P003,SR729,2023-08-19,708.99
T6109,P003,SR2030,2023-08-20,1539.26
T6110,P001,SR945,2023-09-05,1383.94
T6111,P001,SR1549,2023-09-15,1702.95
T6112,P004,SR1537,2023-09-03,1410.05
T6113,P001,SR1378,2023-09-06,1903.31
T6114,P002,SR2100,2023-09-13,851.09
T6115,P004,SR2376,2023-08-24,1975.87
T6116,P001,SR2869,2023-08-17,1993.87
T6117,P003,SR982,2023-09-13,867.2
T6118,P001,SR1497,2023-08-17,387.43
T6119,P003,SR789,2023-08-26,978.85
T6120,P004,SR107,2023-09-01,1101.92
T6121,P002,SR054,2023-09-10,244.73
T6122,P004,SR1506,2023-08-20,750.11
T6123,P003,SR1081,2023-09-08,601.37
T6124,P004,SR1460,2023-08-29,677.06
T6125,P001,SR2969,2023-08-18,1185.54
T6126,P004,SR1763,2023-09-07,164.86
T6127,P004,SR1813,2023-08-29,1407.14
T6128,P004,SR1777,2023-08-28,1375.56
T6129,P001,SR1897,2023-08-28,1059.59
T6130,P004,SR1131,2023-09-15,200.19
T6131,P002,SR1889,2023-09-03,167.36
T6132,P002,SR279,2023-09-04,1860.61
T6133,P004,SR1535,2023-08-30,977.2
T6134,P001,SR1404,2023-09-04,651.96
T6135,P003,SR248,2023-09-07,504.07
T6136,P002,SR1524,2023-09-09,1558.08
T6137,P003,SR2281,2023-09-03,1508.59
T6138,P002,SR2310,2023-08-22,1936.19
T6139,P004,SR882,2023-08-16,1487.64
T6140,P002,SR1411,2023-08-27,350.87
T6141,P001,SR782,2023-08-22,1435.25
T6142,P002,SR2628,2023-09-04,348.73
T6143,P002,SR2129,2023-09-10,1525.88
T6144,P003,SR564,2023-08-23,1060.89
T6145,P002,SR1965,2023-09-12,1342.59
T6146,P001,SR1943,2023-09-05,404.55
T6147,P002,SR1051,2023-09-15,890.57
T6148,P001,SR2338,2023-08-25,1924.17
T6149,P004,SR2641,2023-08-31,1742.4
T6150,P004,SR1316,2023-09-11,1820.45
T6151,P002,SR1406,2023-09-03,1166.28
T6152,P001,SR638,2023-08-23,850.4
T6153,P004,SR1031,2023-08-26,147.08
T6154,P001,SR1875,2023-08-31,748.4
T6155,P001,SR1226,2023-08-31,1806.72
T6156,P004,SR2455,2023-09-02,1451.33
T6157,P002,SR433,2023-08-26,1994.72
T6158,P002,SR2609,2023-08-23,1604.97
T6159,P002,SR2251,2023-08-19,1454.44
T6160,P002,SR505,2023-08-24,646.81
T6161,P001,SR2147,2023-08-28,128.72
T6162,P004,SR464,2023-09-05,832.89
T6163,P001,SR1026,2023-09-04,1728.34
T6164,P003,SR2396,2023-09-12,1820.41
T6165,P002,SR2189,2023-09-02,525.97
T6166,P002,SR2512,2023-08-21,1140.87
T6167,P001,SR2805,2023-09-02,321.85
T6168,P003,SR2657,2023-08-25,524.69
T6169,P004,SR1912,2023-09-05,934.34
T6170,P001,SR1413,2023-08-27,492.36
T6171,P002,SR2485,2023-08-29,1071.42
T6172,P003,SR2283,2023-08-17,1706.75
T6173,P001,SR1397,2023-08-27,1508.28
T6174,P001,SR2643,2023-09-10,1033.42
T6175,P002,SR784,2023-08-25,1477.65
T6176,P002,SR917,2023-08-25,620.86
T6177,P001,SR1505,2023-09-01,785.24
T6178,P001,SR520,2023-09-15,1740.67
T6179,P001,SR118,2023-08-17,1119.6
T6180,P004,SR2218,2023-09-10,1445.58
T6181,P001,SR695,2023-09-02,670.17
T6182,P001,SR2684,2023-08-19,630.03
T6183,P003,SR1001,2023-09-04,1249.37
T6184,P004,SR2294,2023-08-19,1418.12
T6185,P004,SR2145,2023-09-01,677.16
T6186,P004,SR2317,2023-08-30,1666.95
T6187,P004,SR211,2023-09-05,1990.23
T6188,P003,SR650,2023-09-11,356.64
T6189,P002,SR652,2023-08-27,1159.37
T6190,P001,SR315,2023-09-03,605.39
T6191,P004,SR1267,2023-09-12,1767.2
T6192,P002,SR1805,2023-08-24,1014.31
T6193,P002,SR527,2023-09-08,796.52
T6194,P002,SR551,2023-08-16,736.01
T6195,P003,SR401,2023-08-31,1793.48
T6196,P003,SR2696,2023-09-13,337.22
T6197,P003,SR384,2023-09-07,1850.09
T6198,P002,SR1385,2023-08-25,368.91
T6199,P004,SR2890,2023-09-09,263.41
T6200,P001,SR1850,2023-09-09,1131.51
T6201,P003,SR1037,2023-09-02,1327.61
T6202,P004,SR2876,2023-09-10,1780.89
T6203,P004,SR1410,2023-08-31,1247.16
T6204,P001,SR839,2023-09-01,801.62
T6205,P004,SR2136,2023-08-24,1579.46
T6206,P002,SR2400,2023-09-04,1824.34
T6207,P001,SR1997,2023-08-17,892.29
T6208,P001,SR1391,2023-08-17,875.18
T6209,P001,SR1854,2023-08-19,1907.81
T6210,P002,SR2894,2023-08-30,494.88
T6211,P004,SR2517,2023-09-10,529.88
T6212,P004,SR2755,2023-09-09,719.86
T6213,P004,SR341,2023-09-11,316.78
T6214,P003,SR2933,2023-09-12,654.44
T6215,P003,SR2392,2023-08-23,759.11
T6216,P002,SR178,2023-08-31,1340.48
T6217,P003,SR1301,2023-09-14,465.99
T6218,P001,SR1558,2023-09-11,1660.85
T6219,P001,SR2055,2023-08-16,436.37
T6220,P002,SR1976,2023-09-12,1260.99
T6221,P002,SR764,2023-09-05,630.97
T6222,P003,SR1370,2023-09-15,753.58
T6223,P001,SR1363,2023-08-22,1464.99
T6224,P004,SR1534,2023-08-31,1750.83
T6225,P001,SR2279,2023-08-30,169.41
T6226,P001,SR2029,2023-09-14,1348.72
T6227,P003,SR1888,2023-09-11,1088.86
T6228,P001,SR2344,2023-09-09,1844.36
T6229,P002,SR1836,2023-08-30,1025.53
T6230,P002,SR1595,2023-08-20,701.25
T6231,P002,SR1906,2023-08-17,1561.74
T6232,P003,SR1967,2023-09-14,137.63
T6233,P002,SR1096,2023-09-07,1865.34
T6234,P002,SR232,2023-09-09,1828.31
T6235,P001,SR335,2023-09-01,676.6
T6236,P004,SR1323,2023-08-18,154.01
T6237,P001,SR648,2023-08-25,1772.18
T6238,P003,SR2852,2023-09-07,358.69
T6239,P002,SR2183,2023-08-29,1367.22
T6240,P002,SR1372,2023-08-25,1466.66
T6241,P004,SR1156,2023-09-05,1542.57
T6242,P004,SR2445,2023-08-31,522.31
T6243,P002,SR2053,2023-09-02,640.49
T6244,P004,SR2117,2023-09-05,890.43
T6245,P004,SR1654,2023-09-07,291.63
T6246,P004,SR1740,2023-09-07,799.43
T6247,P002,SR2661,2023-08-27,1241.37
T6248,P001,SR1399,2023-09-12,730.75
T6249,P001,SR1167,2023-08-31,708.1
T6250,P004,SR2684,2023-09-07,204.71
T6251,P001,SR2264,2023-09-02,1602.83
T6252,P003,SR1319,2023-09-02,1764.43
T6253,P004,SR109,2023-09-04,1651.49
T6254,P004,SR2770,2023-09-04,1887.41
T6255,P004,SR277,2023-09-02,415.52
T6256,P004,SR1098,2023-08-24,206.3
T6257,P001,SR1546,2023-08-21,1823.61
T6258,P001,SR2618,2023-08-21,441.79
T6259,P004,SR2562,2023-09-07,708.4
T6260,P003,SR2875,2023-08-24,622.55
T6261,P003,SR1753,2023-09-07,385.09
T6262,P003,SR2066,2023-09-14,1281.99
T6263,P002,SR395,2023-09-06,1415.16
T6264,P004,SR1310,2023-09-10,725.71
T6265,P001,SR1108,2023-09-07,1338.94
T6266,P001,SR1991,2023-08-26,1568.03
T6267,P003,SR1083,2023-08-19,1515.47
T6268,P001,SR1435,2023-08-25,608.24
T6269,P001,SR1307,2023-09-04,1217.71
T6270,P001,SR1547,2023-08-21,763.32
T6271,P002,SR2675,2023-08-22,1315.85
T6272,P003,SR1930,2023-08-31,1050.9
T6273,P002,SR2585,2023-09-04,1038.58
T6274,P001,SR1595,2023-09-13,262.08
T6275,P002,SR405,2023-09-06,358.84
T6276,P003,SR1908,2023-09-08,1044.16
T6277,P003,SR1955,2023-08-16,1291.85
T6278,P002,SR1415,2023-09-02,532.23
T6279,P001,SR2437,2023-08-23,149.6
T6280,P003,SR1453,2023-08-23,1501.26
T6281,P004,SR1792,2023-08-21,1134.91
T6282,P002,SR2083,2023-09-05,1949.51
T6283,P001,SR993,2023-09-01,1217.89
T6284,P001,SR594,2023-09-09,1448.84
T6285,P001,SR934,2023-09-14,169.37
T6286,P003,SR002,2023-08-17,1444.46
T6287,P002,SR027,2023-08-23,789.89
T6288,P003,SR772,2023-09-08,573.96
T6289,P002,SR2894,2023-09-12,101.27
T6290,P002,SR2355,2023-08-16,1422.66
T6291,P001,SR1790,2023-08-18,1480.78
T6292,P002,SR2512,2023-09-08,347.79
T6293,P004,SR2664,2023-09-04,561.47
T6294,P003,SR1673,2023-08-21,1675.56
T6295,P004,SR2282,2023-09-01,470.69
T6296,P002,SR2845,2023-08-21,228.4
T6297,P003,SR1258,2023-08-20,1314.24
T6298,P001,SR2789,2023-09-15,418.82
T6299,P003,SR085,2023-09-08,1708.54
T6300,P003,SR2896,2023-08-17,1160.94
T6301,P003,SR149,2023-08-26,491.82
T6302,P004,SR1951,2023-09-04,1254.65
T6303,P002,SR375,2023-08-21,349.0
T6304,P002,SR1298,2023-09-15,886.56
T6305,P001,SR2993,2023-08-22,283.07
T6306,P003,SR1427,2023-08-23,850.13
T6307,P001,SR092,2023-08-23,513.99
T6308,P004,SR422,2023-09-02,1414.8
T6309,P002,SR1116,2023-09-07,398.47
T6310,P004,SR1684,2023-08-28,1940.08
T6311,P002,SR1361,2023-08-21,479.89
T6312,P002,SR1939,2023-08-16,1160.2
T6313,P002,SR610,2023-09-04,810.21
T6314,P004,SR196,2023-09-13,1321.83
T6315,P001,SR1263,2023-08-31,1294.14
T6316,P001,SR2965,2023-09-12,1227.65
T6317,P001,SR1991,2023-09-09,179.7
T6318,P003,SR2499,2023-09-15,1268.83
T6319,P001,SR2258,2023-09-07,801.73
T6320,P004,SR488,2023-08-16,1421.89
T6321,P001,SR1494,2023-09-07,255.54
T6322,P003,SR868,2023-09-07,464.18
T6323,P003,SR135,2023-08-24,413.3
T6324,P003,SR1729,2023-08-27,1374.02
T6325,P002,SR930,2023-09-03,995.22
T6326,P004,SR2517,2023-09-06,575.19
T6327,P001,SR2037,2023-08-23,1140.04
T6328,P001,SR611,2023-08-19,1651.56
T6329,P004,SR1598,2023-08-16,1790.02
T6330,P003,SR2269,2023-09-03,643.94
T6331,P002,SR122,2023-09-10,1478.03
T6332,P003,SR1839,2023-08-24,1069.1
T6333,P004,SR2452,2023-09-05,1241.65
T6334,P002,SR773,2023-09-15,1010.56
T6335,P001,SR753,2023-08-26,1101.05
T6336,P002,SR617,2023-09-01,962.53
T6337,P001,SR1966,2023-09-05,1620.41
T6338,P003,SR2702,2023-08-23,1800.45
T6339,P001,SR2258,2023-08-25,252.57
T6340,P002,SR269,2023-09-03,379.35
T6341,P002,SR762,2023-09-09,1341.44
T6342,P003,SR2288,2023-08-28,920.54
T6343,P002,SR2310,2023-08-18,1002.85
T6344,P003,SR1707,2023-09-06,319.29
T6345,P003,SR1168,2023-08-27,1274.96
T6346,P001,SR2455,2023-08-17,595.1
T6347,P002,SR500,2023-09-09,127.31
T6348,P004,SR404,2023-09-08,1010.33
T6349,P003,SR2668,2023-08-18,1642.35
T6350,P002,SR2070,2023-09-03,177.67
T6351,P004,SR1387,2023-09-14,303.51
T6352,P002,SR147,2023-09-02,1135.24
T6353,P003,SR182,2023-09-07,175.01
T6354,P002,SR1020,2023-08-24,166.93
T6355,P003,SR1996,2023-08-29,764.45
T6356,P002,SR947,2023-08-19,1171.82
T6357,P001,SR2174,2023-09-05,1871.36
T6358,P002,SR976,2023-09-03,1204.43
T6359,P003,SR2080,2023-09-09,611.35
T6360,P001,SR1196,2023-08-25,132.66
T6361,P004,SR1059,2023-09-02,550.38
T6362,P003,SR643,2023-08-29,107.15
T6363,P001,SR1129,2023-09-07,1566.01
T6364,P002,SR753,2023-08-19,1923.05
T6365,P001,SR2745,2023-09-02,1240.45
T6366,P001,SR577,2023-08-26,1350.64
T6367,P003,SR271,2023-08-20,1449.14
T6368,P001,SR1261,2023-08-31,464.09
T6369,P001,SR1400,2023-09-07,782.47
T6370,P002,SR2796,2023-09-11,1213.16
T6371,P001,SR230,2023-09-09,565.19
T6372,P004,SR994,2023-08-19,733.35
T6373,P001,SR1481,2023-09-14,1872.22
T6374,P003,SR1098,2023-09-11,622.19
T6375,P002,SR583,2023-08-26,138.01
T6376,P001,SR822,2023-09-11,807.22
T6377,P001,SR223,2023-08-16,766.84
T6378,P004,SR1809,2023-09-06,987.33
T6379,P001,SR2280,2023-09-05,894.61
T6380,P003,SR1813,2023-08-25,647.73
T6381,P004,SR1432,2023-09-12,1657.89
T6382,P001,SR2964,2023-08-28,347.51
T6383,P004,SR2063,2023-08-22,1186.11
T6384,P001,SR1027,2023-09-08,291.24
T6385,P003,SR2188,2023-08-22,1118.8
T6386,P001,SR1900,2023-08-31,1921.58
T6387,P003,SR1700,2023-09-14,454.54
T6388,P002,SR2484,2023-08-21,209.92
T6389,P002,SR1879,2023-08-22,371.67
T6390,P003,SR2283,2023-09-08,1684.04
T6391,P001,SR2800,2023-09-02,144.71
T6392,P002,SR1867,2023-09-05,354.76
T6393,P003,SR1110,2023-08-30,1284.28
T6394,P001,SR1228,2023-08-22,1459.68
T6395,P002,SR029,2023-08-26,985.33
T6396,P002,SR856,2023-08-20,1951.95
T6397,P003,SR516,2023-09-10,779.41
T6398,P004,SR2820,2023-08-18,1917.13
T6399,P003,SR2415,2023-08-31,486.34
T6400,P001,SR2822,2023-08-26,673.66
T6401,P003,SR2001,2023-08-25,1074.4
T6402,P003,SR2589,2023-08-18,539.66
T6403,P004,SR233,2023-08-16,888.93
T6404,P001,SR2728,2023-09-05,1378.96
T6405,P004,SR2820,2023-09-11,1047.19
T6406,P001,SR757,2023-09-04,675.64
T6407,P002,SR055,2023-08-31,187.1
T6408,P003,SR920,2023-09-02,649.4
T6409,P002,SR2399,2023-08-20,1241.0
T6410,P001,SR1539,2023-09-09,1690.39
T6411,P004,SR187,2023-09-04,871.68
T6412,P004,SR857,2023-08-25,695.4
T6413,P002,SR2916,2023-08-22,746.02
T6414,P003,SR1480,2023-08-16,1812.98
T6415,P002,SR155,2023-08-21,1709.91
T6416,P004,SR1106,2023-09-03,1835.7
T6417,P004,SR1506,2023-09-04,1709.43
T6418,P003,SR614,2023-09-07,408.91
T6419,P002,SR106,2023-09-02,446.57
T6420,P003,SR1734,2023-09-05,125.77
T6421,P001,SR1828,2023-09-15,1275.48
T6422,P003,SR2895,2023-09-07,1857.55
T6423,P001,SR2557,2023-09-03,360.02
T6424,P002,SR1273,2023-09-07,1763.62
T6425,P003,SR2453,2023-09-14,1647.35
T6426,P004,SR2491,2023-08-26,990.06
T6427,P004,SR1406,2023-08-21,757.4
T6428,P001,SR1165,2023-08-16,1899.44
T6429,P004,SR2170,2023-08-16,1008.96
T6430,P002,SR2334,2023-08-24,1958.51
T6431,P002,SR2694,2023-08-20,1845.18
T6432,P003,SR858,2023-09-08,1694.0
T6433,P003,SR2364,2023-09-11,337.51
T6434,P001,SR2129,2023-09-13,1802.88
T6435,P004,SR1778,2023-08-22,1818.7
T6436,P001,SR014,2023-08-29,1652.11
T6437,P002,SR1755,2023-08-29,991.63
T6438,P002,SR1861,2023-08-20,1624.66
T6439,P004,SR1137,2023-09-07,1975.92
T6440,P001,SR2534,2023-08-16,761.97
T6441,P003,SR942,2023-08-19,327.79
T6442,P002,SR1698,2023-08-26,1921.04
T6443,P001,SR2320,2023-08-18,884.61
T6444,P003,SR1201,2023-08-21,1254.05
T6445,P003,SR1791,2023-08-20,1829.61
T6446,P002,SR2858,2023-08-24,887.59
T6447,P003,SR2393,2023-09-04,1588.8
T6448,P004,SR1066,2023-08-21,1367.51
T6449,P003,SR1085,2023-09-02,189.46
T6450,P003,SR506,2023-09-11,1281.73
T6451,P003,SR2801,2023-08-27,1167.2
T6452,P003,SR1077,2023-08-29,1230.5
T6453,P001,SR2713,2023-09-11,1049.53
T6454,P004,SR2553,2023-09-01,993.62
T6455,P001,SR1917,2023-08-27,1196.13
T6456,P003,SR1407,2023-08-19,1100.46
T6457,P002,SR554,2023-09-10,478.94
T6458,P004,SR010,2023-09-14,824.96
T6459,P001,SR2523,2023-09-13,1891.25
T6460,P003,SR1406,2023-08-30,956.41
T6461,P003,SR2616,2023-08-21,1071.59
T6462,P002,SR223,2023-09-04,638.93
T6463,P001,SR1743,2023-09-15,235.64
T6464,P002,SR374,2023-09-07,442.63
T6465,P003,SR101,2023-08-25,1772.28
T6466,P002,SR2529,2023-09-03,595.7
T6467,P002,SR2701,2023-09-09,489.32
T6468,P003,SR285,2023-08-19,660.34
T6469,P001,SR885,2023-09-09,364.08
T6470,P001,SR2833,2023-09-08,1994.67
T6471,P002,SR2130,2023-08-26,1340.21
T6472,P001,SR2996,2023-08-18,1935.62
T6473,P001,SR2400,2023-08-31,207.96
T6474,P004,SR2642,2023-08-20,575.78
T6475,P001,SR573,2023-08-16,170.14
T6476,P003,SR2672,2023-09-11,1433.14
T6477,P002,SR790,2023-08-30,1839.7
T6478,P001,SR004,2023-08-19,1058.49
T6479,P004,SR2765,2023-08-17,203.36
T6480,P002,SR058,2023-08-17,1756.25
T6481,P001,SR2541,2023-08-29,408.36
T6482,P001,SR1258,2023-09-05,1162.47
T6483,P002,SR2384,2023-08-27,1733.55
T6484,P001,SR2801,2023-09-12,1200.78
T6485,P002,SR1666,2023-09-09,633.98
T6486,P001,SR667,2023-09-08,1299.6
T6487,P001,SR877,2023-08-21,1187.97
T6488,P002,SR004,2023-08-24,1951.92
T6489,P004,SR1577,2023-08-22,341.07
T6490,P003,SR306,2023-08-28,435.86
T6491,P003,SR1870,2023-09-07,723.14
T6492,P004,SR1935,2023-08-23,1829.7
T6493,P002,SR1945,2023-08-25,861.46
T6494,P002,SR1835,2023-08-24,1361.04
T6495,P001,SR2119,2023-08-29,837.0
T6496,P004,SR665,2023-08-24,1799.5
T6497,P001,SR2606,2023-08-17,1405.96
T6498,P004,SR498,2023-08-23,763.4
T6499,P001,SR187,2023-08-16,990.89
T6500,P002,SR328,2023-08-18,1251.18
T6501,P004,SR2696,2023-08-25,1905.07
T6502,P004,SR2620,2023-08-24,322.59
T6503,P001,SR1447,2023-09-15,615.47
T6504,P003,SR1259,2023-09-10,186.51
T6505,P003,SR1316,2023-09-04,576.87
T6506,P003,SR1306,2023-08-20,541.69
T6507,P004,SR520,2023-08-24,947.01
T6508,P001,SR575,2023-09-06,758.24
T6509,P002,SR2120,2023-08-22,906.3
T6510,P001,SR1226,2023-08-18,1610.64
T6511,P002,SR2263,2023-08-26,1458.73
T6512,P003,SR1102,2023-08-28,1199.9
T6513,P004,SR417,2023-09-02,102.9
T6514,P003,SR1493,2023-08-21,1350.05
T6515,P001,SR1894,2023-08-26,1214.48
T6516,P001,SR155,2023-09-12,1567.7
T6517,P004,SR1075,2023-08-30,1994.77
T6518,P002,SR1927,2023-08-18,526.09
T6519,P002,SR729,2023-08-28,1996.37
T6520,P003,SR025,2023-08-26,904.69
T6521,P001,SR583,2023-08-22,1725.67
T6522,P004,SR1532,2023-09-10,1031.63
T6523,P004,SR1277,2023-08-22,815.34
T6524,P004,SR1167,2023-08-28,279.12
T6525,P002,SR585,2023-08-31,1793.64
T6526,P002,SR1662,2023-09-07,217.91
T6527,P003,SR2052,2023-09-06,1368.58
T6528,P003,SR2739,2023-08-17,1136.43
T6529,P004,SR845,2023-08-30,1830.43
T6530,P004,SR1447,2023-08-18,493.02
T6531,P004,SR852,2023-09-08,1068.27
T6532,P001,SR1262,2023-09-07,1532.07
T6533,P001,SR928,2023-08-19,1165.54
T6534,P001,SR634,2023-09-06,1292.05
T6535,P004,SR1517,2023-09-10,1356.49
T6536,P001,SR592,2023-08-21,1240.91
T6537,P003,SR1036,2023-08-17,225.73
T6538,P003,SR701,2023-08-29,1722.96
T6539,P004,SR1883,2023-08-30,1680.32
T6540,P002,SR1088,2023-08-27,1642.38
T6541,P001,SR930,2023-09-01,1512.55
T6542,P002,SR2936,2023-08-25,142.44
T6543,P004,SR2852,2023-09-06,1169.77
T6544,P004,SR2323,2023-09-11,1893.57
T6545,P001,SR1990,2023-09-09,831.7
T6546,P001,SR710,2023-09-02,133.93
T6547,P001,SR2294,2023-09-10,787.65
T6548,P001,SR855,2023-09-13,558.84
T6549,P001,SR1077,2023-09-06,1821.71
T6550,P001,SR217,2023-09-07,1969.47
T6551,P003,SR121,2023-09-01,618.45
T6552,P003,SR1529,2023-08-20,1021.01
T6553,P002,SR2631,2023-09-12,497.09
T6554,P001,SR1639,2023-09-15,1253.39
T6555,P001,SR1943,2023-09-06,968.51
T6556,P004,SR1297,2023-08-20,192.69
T6557,P002,SR1742,2023-08-24,1654.65
T6558,P004,SR2892,2023-09-15,1976.79
T6559,P002,SR1092,2023-09-13,258.4
T6560,P002,SR2000,2023-08-18,374.54
T6561,P001,SR1185,2023-08-30,1251.39
T6562,P004,SR2465,2023-08-29,682.78
T6563,P004,SR1782,2023-09-08,1137.82
T6564,P004,SR157,2023-08-23,1368.1
T6565,P002,SR1837,2023-09-15,942.67
T6566,P001,SR1705,2023-08-24,1128.32
T6567,P002,SR2112,2023-09-11,1865.79
T6568,P002,SR1843,2023-09-07,1570.27
T6569,P004,SR2760,2023-09-07,847.72
T6570,P002,SR1845,2023-08-27,1178.5
T6571,P001,SR576,2023-09-12,1516.3
T6572,P004,SR1776,2023-08-17,1274.59
T6573,P002,SR2851,2023-08-16,551.91
T6574,P003,SR1541,2023-08-16,1888.48
T6575,P002,SR612,2023-09-01,472.51
T6576,P004,SR2509,2023-09-07,541.91
T6577,P003,SR2462,2023-08-23,1582.12
T6578,P002,SR811,2023-08-27,987.35
T6579,P001,SR1659,2023-08-20,1164.17
T6580,P004,SR124,2023-09-01,443.72
T6581,P004,SR1208,2023-09-03,1087.91
T6582,P004,SR811,2023-08-19,1120.72
T6583,P001,SR989,2023-09-12,393.34
T6584,P004,SR1324,2023-08-19,105.54
T6585,P003,SR434,2023-09-06,163.15
T6586,P004,SR1897,2023-08-18,677.94
T6587,P002,SR512,2023-09-08,176.04
T6588,P001,SR1953,2023-08-24,1498.2
T6589,P001,SR1878,2023-09-12,244.65
T6590,P004,SR2298,2023-09-08,1714.03
T6591,P003,SR1699,2023-08-29,1243.03
T6592,P001,SR1131,2023-08-28,415.58
T6593,P002,SR1599,2023-08-24,377.1
T6594,P003,SR1760,2023-09-11,1977.69
T6595,P003,SR359,2023-09-11,1614.71
T6596,P004,SR2595,2023-09-08,1932.01
T6597,P002,SR2839,2023-08-18,249.12
T6598,P002,SR2508,2023-09-04,1233.6
T6599,P001,SR2345,2023-08-24,409.3
T6600,P003,SR1999,2023-09-01,459.23
T6601,P001,SR2588,2023-09-11,1431.78
T6602,P003,SR002,2023-09-02,933.28
T6603,P004,SR1358,2023-08-28,187.7
T6604,P001,SR434,2023-08-30,479.54
T6605,P001,SR1927,2023-09-05,533.53
T6606,P001,SR1053,2023-09-06,1088.38
T6607,P002,SR2285,2023-08-28,1340.15
T6608,P001,SR2617,2023-08-23,1403.26
T6609,P001,SR164,2023-08-27,321.63
T6610,P001,SR1821,2023-09-02,1743.14
T6611,P001,SR1645,2023-09-13,612.29
T6612,P004,SR1699,2023-09-13,401.96
T6613,P002,SR241,2023-09-11,1184.72
T6614,P003,SR2417,2023-08-28,1885.66
T6615,P001,SR598,2023-08-19,149.09
T6616,P002,SR2786,2023-08-18,1148.97
T6617,P002,SR1548,2023-08-19,1691.81
T6618,P002,SR2097,2023-09-08,1683.19
T6619,P003,SR025,2023-09-11,1744.68
T6620,P003,SR915,2023-09-08,752.83
T6621,P004,SR1105,2023-08-19,1175.06
T6622,P003,SR2412,2023-09-02,1297.84
T6623,P001,SR593,2023-08-31,577.23
T6624,P001,SR2912,2023-08-26,589.94
T6625,P003,SR1878,2023-09-13,1619.85
T6626,P001,SR1442,2023-09-03,962.87
T6627,P002,SR101,2023-09-02,543.19
T6628,P002,SR2966,2023-09-14,919.17
T6629,P004,SR2878,2023-08-25,857.14
T6630,P004,SR1947,2023-09-01,1347.81
T6631,P002,SR610,2023-09-15,256.72
T6632,P001,SR070,2023-08-24,153.25
T6633,P003,SR2695,2023-08-30,1699.17
T6634,P001,SR625,2023-08-26,1870.61
T6635,P001,SR484,2023-08-16,546.38
T6636,P004,SR182,2023-08-20,813.13
T6637,P001,SR2363,2023-09-01,683.66
T6638,P003,SR2026,2023-09-11,1701.41
T6639,P004,SR2125,2023-09-10,1877.46
T6640,P003,SR1565,2023-09-05,1411.45
T6641,P001,SR041,2023-08-25,1652.41
T6642,P001,SR669,2023-08-29,818.66
T6643,P002,SR1575,2023-08-19,1397.73
T6644,P002,SR2909,2023-09-15,610.61
T6645,P004,SR092,2023-09-14,1858.75
T6646,P004,SR1384,2023-09-09,1726.07
T6647,P004,SR005,2023-09-15,1002.56
T6648,P004,SR552,2023-09-08,1023.99
T6649,P004,SR1765,2023-09-14,1363.61
T6650,P002,SR1139,2023-08-23,550.96
T6651,P002,SR1782,2023-09-03,978.09
T6652,P003,SR653,2023-08-19,1164.57
T6653,P004,SR2789,2023-09-02,1697.7
T6654,P003,SR1161,2023-08-18,660.08
T6655,P003,SR2607,2023-08-29,892.01
T6656,P003,SR1171,2023-08-28,919.37
T6657,P001,SR391,2023-08-19,841.05
T6658,P003,SR2282,2023-08-24,1818.32
T6659,P003,SR314,2023-09-07,847.56
T6660,P003,SR2723,2023-09-05,356.83
T6661,P003,SR597,2023-09-12,1210.02
T6662,P001,SR194,2023-08-17,185.81
T6663,P001,SR2608,2023-09-09,323.07
