rep_id,rep_name,team,region,start_date,end_date
SR1075,Name 1075,Team A,North,2023-02-10,2023-09-01
SR1076,Name 1076,Team A,East,2023-03-31,
SR1077,Name 1077,Team B,North,2023-02-20,
SR1078,Name 1078,Team D,North,2023-02-20,
SR1079,Name 1079,Team C,,2023-03-11,
SR1080,Name 1080,Team A,,2023-03-21,
SR1081,Name 1081,Team B,North,2023-02-13,
SR1082,Name 1082,Team A,West,2023-04-10,
SR1083,Name 1083,Team A,South,2023-01-31,
SR1084,Name 1084,Team A,South,2023-01-27,2023-09-01
SR1085,Name 1085,Team B,West,2023-01-08,2023-09-01
SR1086,Name 1086,Team D,East,2023-02-27,
SR1087,Name 1087,Team B,West,2023-03-30,
SR1088,Name 1088,Team A,,2023-01-16,
SR1089,Name 1089,Team C,,2023-03-17,2023-09-01
SR1090,Name 1090,Team B,West,2023-02-10,
SR1091,Name 1091,Team B,North,2023-02-21,
SR1092,Name 1092,Team C,South,2023-03-20,2023-09-01
SR1093,Name 1093,Team A,North,2023-02-17,
SR1094,Name 1094,Team C,,2023-03-10,
SR1095,Name 1095,Team B,,2023-04-04,2023-09-01
SR1096,Name 1096,Team A,West,2023-01-30,2023-09-01
SR1097,Name 1097,Team B,,2023-01-21,
SR1098,Name 1098,Team C,North,2023-04-07,2023-09-01
SR1099,Name 1099,Team D,South,2023-02-22,
SR1100,Name 1100,Team B,South,2023-01-20,
SR1101,Name 1101,Team C,East,2023-03-24,2023-09-01
SR1102,Name 1102,Team A,West,2023-02-14,2023-09-01
SR1103,Name 1103,Team A,West,2023-03-06,
SR1104,Name 1104,Team C,South,2023-02-21,2023-09-01
SR1105,Name 1105,Team D,,2023-01-02,2023-09-01
SR1106,Name 1106,Team A,North,2023-01-25,
SR1107,Name 1107,Team D,,2023-01-29,
SR1108,Name 1108,Team D,West,2023-01-08,2023-09-01
SR1109,Name 1109,Team C,South,2023-01-23,2023-09-01
SR1110,Name 1110,Team B,,2023-01-16,
SR1111,Name 1111,Team D,South,2023-01-13,2023-09-01
SR1112,Name 1112,Team A,East,2023-02-05,2023-09-01
SR1113,Name 1113,Team C,West,2023-03-20,2023-09-01
SR1114,Name 1114,Team A,South,2023-02-10,
SR1115,Name 1115,Team D,,2023-01-08,
SR1116,Name 1116,Team C,South,2023-01-24,
SR1117,Name 1117,Team D,South,2023-03-03,2023-09-01
SR1118,Name 1118,Team C,West,2023-02-12,
SR1119,Name 1119,Team B,North,2023-03-02,
SR1120,Name 1120,Team A,West,2023-03-09,
SR1121,Name 1121,Team A,East,2023-03-28,
SR1122,Name 1122,Team A,South,2023-03-09,2023-09-01
SR1123,Name 1123,Team D,East,2023-02-05,2023-09-01
SR1124,Name 1124,Team D,East,2023-03-07,2023-09-01
SR1125,Name 1125,Team A,,2023-03-29,
SR1126,Name 1126,Team C,West,2023-01-28,2023-09-01
SR1127,Name 1127,Team B,East,2023-04-11,
SR1128,Name 1128,Team B,West,2023-02-12,
SR1129,Name 1129,Team C,North,2023-02-23,2023-09-01
SR1130,Name 1130,Team C,South,2023-03-04,
SR1131,Name 1131,Team C,North,2023-03-22,
SR1132,Name 1132,Team A,South,2023-01-01,
SR1133,Name 1133,Team D,,2023-02-18,2023-09-01
SR1134,Name 1134,Team D,West,2023-01-28,2023-09-01
SR1135,Name 1135,Team A,West,2023-02-14,
SR1136,Name 1136,Team D,North,2023-01-20,
SR1137,Name 1137,Team B,,2023-02-26,
SR1138,Name 1138,Team A,,2023-02-06,
SR1139,Name 1139,Team A,East,2023-03-03,
SR1140,Name 1140,Team A,South,2023-03-18,2023-09-01
SR1141,Name 1141,Team A,,2023-02-25,
SR1142,Name 1142,Team B,West,2023-03-02,
SR1143,Name 1143,Team D,East,2023-01-26,
SR1144,Name 1144,Team D,,2023-04-11,
SR1145,Name 1145,Team A,,2023-04-09,
SR1146,Name 1146,Team A,West,2023-02-19,
SR1147,Name 1147,Team B,North,2023-03-28,
SR1148,Name 1148,Team A,South,2023-03-16,
SR1149,Name 1149,Team A,West,2023-01-01,
SR1150,Name 1150,Team C,,2023-03-18,
SR1151,Name 1151,Team C,South,2023-01-15,2023-09-01
SR1152,Name 1152,Team B,,2023-02-13,
SR1153,Name 1153,Team A,South,2023-01-29,
SR1154,Name 1154,Team A,North,2023-01-08,
SR1155,Name 1155,Team B,,2023-02-24,2023-09-01
SR1156,Name 1156,Team B,East,2023-03-03,2023-09-01
SR1157,Name 1157,Team B,,2023-04-04,
SR1158,Name 1158,Team B,,2023-02-01,
SR1159,Name 1159,Team B,,2023-01-16,
SR1160,Name 1160,Team B,South,2023-01-04,2023-09-01
SR1161,Name 1161,Team A,East,2023-01-13,2023-09-01
SR1162,Name 1162,Team D,South,2023-04-08,
SR1163,Name 1163,Team A,East,2023-02-05,2023-09-01
SR1164,Name 1164,Team A,South,2023-03-27,
SR1165,Name 1165,Team C,West,2023-03-17,
SR1166,Name 1166,Team C,South,2023-02-14,2023-09-01
SR1167,Name 1167,Team A,East,2023-03-22,2023-09-01
SR1168,Name 1168,Team A,North,2023-03-21,2023-09-01
SR1169,Name 1169,Team B,,2023-01-16,
SR1170,Name 1170,Team D,West,2023-03-07,
SR1171,Name 1171,Team C,North,2023-03-06,
SR1172,Name 1172,Team C,East,2023-02-03,2023-09-01
SR1173,Name 1173,Team B,North,2023-01-20,2023-09-01
SR1174,Name 1174,Team B,West,2023-01-30,
SR1175,Name 1175,Team A,,2023-01-04,
SR1176,Name 1176,Team B,South,2023-02-02,2023-09-01
SR1177,Name 1177,Team A,East,2023-03-22,2023-09-01
SR1178,Name 1178,Team C,West,2023-04-07,2023-09-01
SR1179,Name 1179,Team A,South,2023-01-06,
SR1180,Name 1180,Team B,West,2023-01-21,
SR1181,Name 1181,Team D,,2023-04-05,
SR1182,Name 1182,Team B,East,2023-02-25,
SR1183,Name 1183,Team A,South,2023-03-12,2023-09-01
SR1184,Name 1184,Team A,,2023-02-25,
SR1185,Name 1185,Team B,East,2023-03-21,2023-09-01
SR1186,Name 1186,Team B,North,2023-03-30,
SR1187,Name 1187,Team A,West,2023-03-25,2023-09-01
SR1188,Name 1188,Team A,West,2023-03-03,2023-09-01
SR1189,Name 1189,Team A,North,2023-03-18,2023-09-01
SR1190,Name 1190,Team D,North,2023-01-31,
SR1191,Name 1191,Team B,,2023-04-03,2023-09-01
SR1192,Name 1192,Team B,,2023-04-02,
SR1193,Name 1193,Team A,West,2023-02-20,2023-09-01
SR1194,Name 1194,Team C,West,2023-03-13,2023-09-01
SR1195,Name 1195,Team B,South,2023-03-19,2023-09-01
SR1196,Name 1196,Team D,South,2023-03-31,
SR1197,Name 1197,Team C,North,2023-02-25,2023-09-01
SR1198,Name 1198,Team A,West,2023-02-27,2023-09-01
SR1199,Name 1199,Team D,West,2023-03-03,2023-09-01
SR1200,Name 1200,Team D,North,2023-02-10,
SR1201,Name 1201,Team D,West,2023-01-03,
SR1202,Name 1202,Team B,,2023-02-21,2023-09-01
SR1203,Name 1203,Team D,South,2023-03-13,
SR1204,Name 1204,Team B,West,2023-02-15,
SR1205,Name 1205,Team C,South,2023-01-09,2023-09-01
SR1206,Name 1206,Team D,,2023-03-23,2023-09-01
SR1207,Name 1207,Team D,East,2023-03-01,
SR1208,Name 1208,Team D,North,2023-01-22,
SR1209,Name 1209,Team A,West,2023-03-11,
SR1210,Name 1210,Team D,South,2023-03-16,2023-09-01
SR1211,Name 1211,Team B,,2023-01-04,2023-09-01
SR1212,Name 1212,Team C,West,2023-03-19,
SR1213,Name 1213,Team B,West,2023-01-01,2023-09-01
SR1214,Name 1214,Team B,South,2023-03-18,
SR1215,Name 1215,Team D,West,2023-03-07,2023-09-01
SR1216,Name 1216,Team D,West,2023-01-11,2023-09-01
SR1217,Name 1217,Team A,South,2023-04-04,
SR1218,Name 1218,Team A,West,2023-01-02,
SR1219,Name 1219,Team C,East,2023-04-04,2023-09-01
SR1220,Name 1220,Team C,East,2023-03-07,
SR1221,Name 1221,Team A,North,2023-03-24,
SR1222,Name 1222,Team C,South,2023-02-27,2023-09-01
SR1223,Name 1223,Team D,South,2023-01-06,2023-09-01
SR1224,Name 1224,Team D,South,2023-01-09,
SR1225,Name 1225,Team D,,2023-02-26,2023-09-01
SR1226,Name 1226,Team D,North,2023-01-24,2023-09-01
SR1227,Name 1227,Team B,North,2023-02-04,
SR1228,Name 1228,Team A,South,2023-04-05,2023-09-01
SR1229,Name 1229,Team D,South,2023-03-31,2023-09-01
SR1230,Name 1230,Team D,West,2023-01-17,
SR1231,Name 1231,Team D,South,2023-01-08,2023-09-01
SR1232,Name 1232,Team D,,2023-03-06,2023-09-01
SR1233,Name 1233,Team B,,2023-03-18,2023-09-01
SR1234,Name 1234,Team A,South,2023-03-18,
SR1235,Name 1235,Team A,,2023-04-11,2023-09-01
SR1236,Name 1236,Team A,North,2023-03-20,2023-09-01
SR1237,Name 1237,Team A,East,2023-04-01,
SR1238,Name 1238,Team D,South,2023-01-06,
SR1239,Name 1239,Team A,,2023-02-05,
SR1240,Name 1240,Team C,North,2023-01-20,
SR1241,Name 1241,Team A,North,2023-02-27,2023-09-01
SR1242,Name 1242,Team A,,2023-01-25,
SR1243,Name 1243,Team A,North,2023-04-07,
SR1244,Name 1244,Team A,West,2023-03-26,
SR1245,Name 1245,Team D,East,2023-01-24,2023-09-01
SR1246,Name 1246,Team A,North,2023-01-21,
SR1247,Name 1247,Team B,North,2023-01-04,
SR1248,Name 1248,Team B,West,2023-04-06,
SR1249,Name 1249,Team C,,2023-01-22,
SR1250,Name 1250,Team C,North,2023-01-16,
SR1251,Name 1251,Team A,South,2023-01-01,2023-09-01
SR1252,Name 1252,Team C,South,2023-02-03,
SR1253,Name 1253,Team B,,2023-03-13,2023-09-01
SR1254,Name 1254,Team C,West,2023-02-09,2023-09-01
SR1255,Name 1255,Team B,East,2023-01-10,
SR1256,Name 1256,Team D,South,2023-02-21,2023-09-01
SR1257,Name 1257,Team A,North,2023-04-06,2023-09-01
SR1258,Name 1258,Team A,South,2023-01-23,2023-09-01
SR1259,Name 1259,Team B,East,2023-04-04,
SR1260,Name 1260,Team A,West,2023-03-26,
SR1261,Name 1261,Team D,,2023-03-12,
SR1262,Name 1262,Team C,South,2023-01-03,2023-09-01
SR1263,Name 1263,Team C,West,2023-01-04,
SR1264,Name 1264,Team C,West,2023-01-14,2023-09-01
SR1265,Name 1265,Team D,East,2023-02-21,
SR1266,Name 1266,Team B,West,2023-04-02,
SR1267,Name 1267,Team D,South,2023-01-21,2023-09-01
SR1268,Name 1268,Team B,,2023-03-27,
SR1269,Name 1269,Team C,South,2023-03-07,2023-09-01
SR1270,Name 1270,Team B,North,2023-02-21,2023-09-01
SR1271,Name 1271,Team C,North,2023-03-09,
SR1272,Name 1272,Team B,West,2023-01-12,2023-09-01
SR1273,Name 1273,Team C,West,2023-01-28,
SR1274,Name 1274,Team D,,2023-04-09,2023-09-01
SR1275,Name 1275,Team C,South,2023-03-30,
SR1276,Name 1276,Team B,,2023-01-07,2023-09-01
SR1277,Name 1277,Team D,West,2023-01-19,2023-09-01
SR1278,Name 1278,Team A,North,2023-02-24,2023-09-01
SR1279,Name 1279,Team D,East,2023-03-31,
SR1280,Name 1280,Team A,West,2023-04-07,2023-09-01
SR1281,Name 1281,Team A,South,2023-01-19,2023-09-01
SR1282,Name 1282,Team D,West,2023-03-14,2023-09-01
SR1283,Name 1283,Team A,East,2023-04-09,
SR1284,Name 1284,Team D,South,2023-01-22,
SR1285,Name 1285,Team B,South,2023-02-22,
SR1286,Name 1286,Team A,West,2023-02-10,2023-09-01
SR1287,Name 1287,Team A,,2023-01-30,2023-09-01
SR1288,Name 1288,Team D,,2023-01-05,2023-09-01
SR1289,Name 1289,Team D,North,2023-03-09,2023-09-01
SR1290,Name 1290,Team C,,2023-03-15,
SR1291,Name 1291,Team D,East,2023-03-09,
SR1292,Name 1292,Team A,North,2023-04-03,2023-09-01
SR1293,Name 1293,Team C,South,2023-02-08,
SR1294,Name 1294,Team D,East,2023-03-25,2023-09-01
SR1295,Name 1295,Team C,,2023-02-17,
SR1296,Name 1296,Team B,,2023-03-25,
SR1297,Name 1297,Team D,North,2023-03-09,
SR1298,Name 1298,Team C,North,2023-02-14,2023-09-01
SR1299,Name 1299,Team A,East,2023-02-16,
SR1300,Name 1300,Team A,North,2023-01-12,
SR1301,Name 1301,Team C,South,2023-03-09,2023-09-01
SR1302,Name 1302,Team B,North,2023-03-10,
SR1303,Name 1303,Team D,West,2023-02-09,
SR1304,Name 1304,Team D,South,2023-01-16,2023-09-01
SR1305,Name 1305,Team A,,2023-03-30,
SR1306,Name 1306,Team D,,2023-01-15,
SR1307,Name 1307,Team C,East,2023-03-27,
SR1308,Name 1308,Team B,West,2023-01-21,2023-09-01
SR1309,Name 1309,Team A,South,2023-03-07,2023-09-01
SR1310,Name 1310,Team C,West,2023-03-18,
SR1311,Name 1311,Team A,East,2023-01-18,2023-09-01
SR1312,Name 1312,Team A,West,2023-03-07,
SR1313,Name 1313,Team A,North,2023-03-30,2023-09-01
SR1314,Name 1314,Team A,South,2023-03-17,
SR1315,Name 1315,Team D,,2023-03-18,
SR1316,Name 1316,Team D,North,2023-03-02,
SR1317,Name 1317,Team B,,2023-01-15,
SR1318,Name 1318,Team B,East,2023-03-12,
SR1319,Name 1319,Team D,East,2023-04-02,
SR1320,Name 1320,Team D,South,2023-01-09,
SR1321,Name 1321,Team D,North,2023-03-05,2023-09-01
SR1322,Name 1322,Team D,South,2023-01-19,
SR1323,Name 1323,Team C,West,2023-02-18,2023-09-01
SR1324,Name 1324,Team B,West,2023-02-13,2023-09-01
SR1325,Name 1325,Team C,,2023-03-09,2023-09-01
SR1326,Name 1326,Team A,North,2023-03-14,2023-09-01
SR1327,Name 1327,Team C,East,2023-01-03,2023-09-01
SR1328,Name 1328,Team C,West,2023-04-11,2023-09-01
SR1329,Name 1329,Team D,,2023-03-03,2023-09-01
SR1330,Name 1330,Team D,North,2023-02-10,2023-09-01
SR1331,Name 1331,Team D,South,2023-02-13,2023-09-01
SR1332,Name 1332,Team D,,2023-01-05,
SR1333,Name 1333,Team D,East,2023-03-31,2023-09-01
SR1334,Name 1334,Team C,East,2023-01-14,
SR1335,Name 1335,Team D,North,2023-01-02,
SR1336,Name 1336,Team A,East,2023-02-02,
SR1337,Name 1337,Team D,,2023-02-10,2023-09-01
SR1338,Name 1338,Team B,West,2023-04-10,2023-09-01
SR1339,Name 1339,Team A,,2023-01-10,2023-09-01
SR1340,Name 1340,Team D,,2023-03-30,2023-09-01
SR1341,Name 1341,Team B,,2023-02-13,2023-09-01
SR1342,Name 1342,Team A,South,2023-02-24,2023-09-01
SR1343,Name 1343,Team A,West,2023-03-14,2023-09-01
SR1344,Name 1344,Team A,East,2023-02-21,2023-09-01
SR1345,Name 1345,Team C,East,2023-03-14,2023-09-01
SR1346,Name 1346,Team D,East,2023-02-10,2023-09-01
SR1347,Name 1347,Team A,South,2023-02-18,
SR1348,Name 1348,Team D,West,2023-01-24,
SR1349,Name 1349,Team B,,2023-02-04,
SR1350,Name 1350,Team B,,2023-01-02,
SR1351,Name 1351,Team B,West,2023-03-23,2023-09-01
SR1352,Name 1352,Team B,West,2023-02-25,
SR1353,Name 1353,Team A,West,2023-03-30,2023-09-01
SR1354,Name 1354,Team C,East,2023-01-25,2023-09-01
SR1355,Name 1355,Team A,South,2023-03-24,2023-09-01
SR1356,Name 1356,Team B,,2023-02-25,2023-09-01
SR1357,Name 1357,Team C,West,2023-01-12,
SR1358,Name 1358,Team B,South,2023-01-11,2023-09-01
SR1359,Name 1359,Team D,,2023-04-05,2023-09-01
SR1360,Name 1360,Team C,South,2023-02-23,2023-09-01
SR1361,Name 1361,Team D,North,2023-03-03,
SR1362,Name 1362,Team A,East,2023-01-13,
SR1363,Name 1363,Team A,North,2023-03-09,2023-09-01
SR1364,Name 1364,Team D,East,2023-03-01,
SR1365,Name 1365,Team A,North,2023-01-22,
SR1366,Name 1366,Team B,South,2023-02-24,
SR1367,Name 1367,Team D,East,2023-03-19,
SR1368,Name 1368,Team D,West,2023-02-02,2023-09-01
SR1369,Name 1369,Team B,North,2023-02-18,
SR1370,Name 1370,Team D,,2023-04-09,
SR1371,Name 1371,Team D,North,2023-02-11,
SR1372,Name 1372,Team C,South,2023-03-06,2023-09-01
SR1373,Name 1373,Team D,West,2023-01-15,2023-09-01
SR1374,Name 1374,Team A,West,2023-03-07,2023-09-01
SR1375,Name 1375,Team C,West,2023-01-25,
SR1376,Name 1376,Team C,West,2023-01-26,2023-09-01
SR1377,Name 1377,Team C,,2023-01-28,2023-09-01
SR1378,Name 1378,Team A,North,2023-03-02,
SR1379,Name 1379,Team C,East,2023-03-29,
SR1380,Name 1380,Team C,North,2023-02-07,2023-09-01
SR1381,Name 1381,Team B,West,2023-03-30,
SR1382,Name 1382,Team A,North,2023-02-01,
SR1383,Name 1383,Team A,West,2023-03-29,
SR1384,Name 1384,Team D,North,2023-03-19,2023-09-01
SR1385,Name 1385,Team B,West,2023-02-01,2023-09-01
SR1386,Name 1386,Team A,East,2023-02-01,
SR1387,Name 1387,Team C,South,2023-01-21,
SR1388,Name 1388,Team A,West,2023-01-19,2023-09-01
SR1389,Name 1389,Team A,North,2023-02-24,2023-09-01
SR1390,Name 1390,Team A,West,2023-03-11,
SR1391,Name 1391,Team B,East,2023-01-01,
SR1392,Name 1392,Team B,North,2023-04-11,2023-09-01
SR1393,Name 1393,Team A,South,2023-03-21,
SR1394,Name 1394,Team D,South,2023-04-05,
SR1395,Name 1395,Team C,West,2023-01-17,
SR1396,Name 1396,Team B,North,2023-03-10,2023-09-01
SR1397,Name 1397,Team A,West,2023-02-23,
SR1398,Name 1398,Team D,South,2023-02-12,
SR1399,Name 1399,Team C,South,2023-03-19,
SR1400,Name 1400,Team A,South,2023-04-10,
SR1401,Name 1401,Team A,West,2023-02-02,
SR1402,Name 1402,Team A,East,2023-02-01,
SR1403,Name 1403,Team D,East,2023-04-06,2023-09-01
SR1404,Name 1404,Team D,West,2023-04-04,
SR1405,Name 1405,Team A,West,2023-03-22,
SR1406,Name 1406,Team A,South,2023-02-22,
SR1407,Name 1407,Team B,South,2023-02-02,2023-09-01
SR1408,Name 1408,Team B,West,2023-03-14,
SR1409,Name 1409,Team A,,2023-01-16,2023-09-01
SR1410,Name 1410,Team C,,2023-02-25,
SR1411,Name 1411,Team B,,2023-01-03,2023-09-01
SR1412,Name 1412,Team B,,2023-03-24,2023-09-01
SR1413,Name 1413,Team D,,2023-03-29,
SR1414,Name 1414,Team C,North,2023-02-14,2023-09-01
SR1415,Name 1415,Team B,East,2023-01-07,
SR1416,Name 1416,Team A,East,2023-01-20,
SR1417,Name 1417,Team C,East,2023-02-17,2023-09-01
SR1418,Name 1418,Team D,East,2023-01-10,
SR1419,Name 1419,Team D,,2023-01-07,
SR1420,Name 1420,Team B,West,2023-03-17,2023-09-01
SR1421,Name 1421,Team D,West,2023-03-01,
SR1422,Name 1422,Team D,East,2023-03-31,2023-09-01
SR1423,Name 1423,Team D,West,2023-01-15,
SR1424,Name 1424,Team D,,2023-01-04,2023-09-01
SR1425,Name 1425,Team B,North,2023-03-09,
SR1426,Name 1426,Team A,East,2023-03-16,2023-09-01
SR1427,Name 1427,Team A,North,2023-03-09,
SR1428,Name 1428,Team C,,2023-01-19,
SR1429,Name 1429,Team B,West,2023-02-14,
SR1430,Name 1430,Team C,South,2023-03-19,
SR1431,Name 1431,Team D,South,2023-04-09,
SR1432,Name 1432,Team D,,2023-04-08,
SR1433,Name 1433,Team D,,2023-01-02,2023-09-01
SR1434,Name 1434,Team D,,2023-04-01,2023-09-01
SR1435,Name 1435,Team C,East,2023-02-09,
SR1436,Name 1436,Team C,South,2023-02-26,
SR1437,Name 1437,Team D,East,2023-03-29,
SR1438,Name 1438,Team B,,2023-03-24,2023-09-01
SR1439,Name 1439,Team D,East,2023-01-04,2023-09-01
SR1440,Name 1440,Team C,South,2023-03-10,
SR1441,Name 1441,Team C,,2023-01-30,
SR1442,Name 1442,Team B,East,2023-02-09,
SR1443,Name 1443,Team C,West,2023-02-03,2023-09-01
SR1444,Name 1444,Team D,East,2023-01-12,
SR1445,Name 1445,Team D,East,2023-03-19,2023-09-01
SR1446,Name 1446,Team C,,2023-02-15,2023-09-01
SR1447,Name 1447,Team B,West,2023-01-06,
SR1448,Name 1448,Team B,South,2023-03-16,
SR1449,Name 1449,Team D,,2023-02-15,
SR1450,Name 1450,Team C,North,2023-02-13,2023-09-01
SR1451,Name 1451,Team B,West,2023-02-07,
SR1452,Name 1452,Team A,,2023-01-08,
SR1453,Name 1453,Team D,North,2023-01-14,2023-09-01
SR1454,Name 1454,Team C,North,2023-04-05,2023-09-01
SR1455,Name 1455,Team D,North,2023-01-31,
SR1456,Name 1456,Team A,,2023-01-08,2023-09-01
SR1457,Name 1457,Team D,East,2023-01-16,2023-09-01
SR1458,Name 1458,Team A,North,2023-02-02,
SR1459,Name 1459,Team D,,2023-01-31,2023-09-01
SR1460,Name 1460,Team A,,2023-02-21,
SR1461,Name 1461,Team A,West,2023-02-02,2023-09-01
SR1462,Name 1462,Team B,West,2023-01-29,
SR1463,Name 1463,Team B,North,2023-04-05,
SR1464,Name 1464,Team C,,2023-02-25,
SR1465,Name 1465,Team B,,2023-03-20,
SR1466,Name 1466,Team D,South,2023-01-15,
SR1467,Name 1467,Team C,West,2023-03-29,2023-09-01
SR1468,Name 1468,Team D,,2023-01-16,2023-09-01
SR1469,Name 1469,Team A,West,2023-03-26,2023-09-01
SR1470,Name 1470,Team B,South,2023-03-23,
SR1471,Name 1471,Team B,East,2023-03-27,
SR1472,Name 1472,Team B,West,2023-01-21,
SR1473,Name 1473,Team A,North,2023-02-27,
SR1474,Name 1474,Team D,South,2023-01-16,
SR1475,Name 1475,Team C,North,2023-01-03,
SR1476,Name 1476,Team D,West,2023-03-05,2023-09-01
SR1477,Name 1477,Team A,North,2023-03-15,2023-09-01
SR1478,Name 1478,Team D,North,2023-01-22,
SR1479,Name 1479,Team B,North,2023-04-11,2023-09-01
SR1480,Name 1480,Team D,East,2023-01-10,
SR1481,Name 1481,Team D,West,2023-03-28,
SR1482,Name 1482,Team A,South,2023-01-07,
SR1483,Name 1483,Team B,North,2023-03-26,2023-09-01
SR1484,Name 1484,Team D,East,2023-03-31,
SR1485,Name 1485,Team D,,2023-02-17,
SR1486,Name 1486,Team C,East,2023-03-25,
SR1487,Name 1487,Team D,,2023-03-24,2023-09-01
SR1488,Name 1488,Team A,East,2023-01-07,2023-09-01
SR1489,Name 1489,Team A,East,2023-01-26,2023-09-01
SR1490,Name 1490,Team D,North,2023-01-25,2023-09-01
SR1491,Name 1491,Team D,East,2023-02-25,2023-09-01
SR1492,Name 1492,Team B,West,2023-01-23,
SR1493,Name 1493,Team B,West,2023-03-19,2023-09-01
SR1494,Name 1494,Team C,North,2023-01-05,
SR1495,Name 1495,Team C,East,2023-01-15,2023-09-01
SR1496,Name 1496,Team A,East,2023-03-06,
SR1497,Name 1497,Team B,West,2023-02-08,2023-09-01
SR1498,Name 1498,Team B,East,2023-01-20,2023-09-01
SR1499,Name 1499,Team A,North,2023-03-18,2023-09-01
SR1500,Name 1500,Team A,North,2023-03-15,2023-09-01
SR1501,Name 1501,Team A,North,2023-02-14,
SR1502,Name 1502,Team D,South,2023-04-09,
SR1503,Name 1503,Team D,West,2023-03-11,
SR1504,Name 1504,Team B,,2023-01-25,2023-09-01
SR1505,Name 1505,Team A,East,2023-03-09,
SR1506,Name 1506,Team D,North,2023-04-09,
SR1507,Name 1507,Team D,,2023-02-28,2023-09-01
SR1508,Name 1508,Team A,South,2023-01-18,
SR1509,Name 1509,Team D,West,2023-03-02,
SR1510,Name 1510,Team A,North,2023-02-24,
SR1511,Name 1511,Team D,South,2023-03-10,
SR1512,Name 1512,Team C,North,2023-03-31,
SR1513,Name 1513,Team B,South,2023-04-06,
SR1514,Name 1514,Team B,East,2023-02-23,
SR1515,Name 1515,Team D,West,2023-02-12,
SR1516,Name 1516,Team C,East,2023-03-19,2023-09-01
SR1517,Name 1517,Team A,,2023-04-03,2023-09-01
SR1518,Name 1518,Team B,,2023-01-23,
SR1519,Name 1519,Team B,North,2023-02-07,
SR1520,Name 1520,Team C,North,2023-02-22,2023-09-01
SR1521,Name 1521,Team B,,2023-02-22,
SR1522,Name 1522,Team C,West,2023-01-27,2023-09-01
SR1523,Name 1523,Team B,East,2023-02-17,
SR1524,Name 1524,Team B,East,2023-02-02,
SR1525,Name 1525,Team B,West,2023-02-15,2023-09-01
SR1526,Name 1526,Team B,North,2023-03-05,2023-09-01
SR1527,Name 1527,Team B,North,2023-04-10,
SR1528,Name 1528,Team A,East,2023-03-25,
SR1529,Name 1529,Team B,,2023-01-31,2023-09-01
SR1530,Name 1530,Team B,West,2023-02-28,2023-09-01
SR1531,Name 1531,Team D,,2023-03-25,2023-09-01
SR1532,Name 1532,Team A,North,2023-03-27,
SR1533,Name 1533,Team C,South,2023-03-15,2023-09-01
SR1534,Name 1534,Team D,West,2023-01-02,
SR1535,Name 1535,Team C,South,2023-01-27,2023-09-01
SR1536,Name 1536,Team D,North,2023-01-14,2023-09-01
SR1537,Name 1537,Team A,North,2023-02-05,
SR1538,Name 1538,Team D,North,2023-03-19,
SR1539,Name 1539,Team A,,2023-02-18,
SR1540,Name 1540,Team D,South,2023-02-12,
SR1541,Name 1541,Team B,South,2023-01-29,
SR1542,Name 1542,Team C,South,2023-03-21,
SR1543,Name 1543,Team A,North,2023-02-24,2023-09-01
SR1544,Name 1544,Team B,East,2023-01-30,2023-09-01
SR1545,Name 1545,Team D,,2023-02-18,2023-09-01
SR1546,Name 1546,Team C,South,2023-01-01,
SR1547,Name 1547,Team A,East,2023-01-15,
SR1548,Name 1548,Team B,East,2023-02-14,2023-09-01
SR1549,Name 1549,Team C,,2023-01-06,
SR1550,Name 1550,Team A,West,2023-03-10,
SR1551,Name 1551,Team A,South,2023-01-28,
SR1552,Name 1552,Team C,East,2023-03-16,2023-09-01
SR1553,Name 1553,Team D,East,2023-01-08,
SR1554,Name 1554,Team D,South,2023-03-21,
SR1555,Name 1555,Team A,South,2023-02-23,
SR1556,Name 1556,Team D,,2023-02-04,2023-09-01
SR1557,Name 1557,Team C,North,2023-01-22,
SR1558,Name 1558,Team A,,2023-04-07,
SR1559,Name 1559,Team A,South,2023-03-09,
SR1560,Name 1560,Team C,East,2023-02-19,
SR1561,Name 1561,Team A,South,2023-02-02,2023-09-01
SR1562,Name 1562,Team C,South,2023-01-26,2023-09-01
SR1563,Name 1563,Team A,,2023-01-08,2023-09-01
SR1564,Name 1564,Team B,East,2023-01-05,
SR1565,Name 1565,Team B,,2023-02-09,2023-09-01
SR1566,Name 1566,Team B,North,2023-01-08,
SR1567,Name 1567,Team A,West,2023-04-10,2023-09-01
SR1568,Name 1568,Team C,,2023-04-02,
SR1569,Name 1569,Team A,North,2023-03-11,2023-09-01
SR1570,Name 1570,Team D,East,2023-03-08,
SR1571,Name 1571,Team B,,2023-02-25,2023-09-01
SR1572,Name 1572,Team A,East,2023-03-30,
SR1573,Name 1573,Team B,,2023-02-08,
SR1574,Name 1574,Team C,North,2023-01-08,
SR1575,Name 1575,Team C,East,2023-03-22,2023-09-01
SR1576,Name 1576,Team D,East,2023-02-24,2023-09-01
SR1577,Name 1577,Team B,North,2023-01-30,2023-09-01
SR1578,Name 1578,Team A,West,2023-04-04,2023-09-01
SR1579,Name 1579,Team D,West,2023-01-13,
SR1580,Name 1580,Team B,South,2023-03-20,
SR1581,Name 1581,Team C,East,2023-01-30,
SR1582,Name 1582,Team B,East,2023-01-31,
SR1583,Name 1583,Team D,South,2023-03-13,
